stream_index,label,kitsune_tanh_rmse,tenko_fused,tenko_nd_g,tenko_nd_s
1335,0,0.000000,,,
1350,0,0.000000,,,
1365,0,0.000000,,,
1380,0,0.000000,,,
1395,0,0.000000,,,
1410,0,0.000000,,,
1425,0,0.000000,,,
1440,0,0.000000,,,
1455,0,0.000000,,,
1470,0,0.000000,,,
1485,0,0.000000,,,
1500,0,0.000000,,,
1515,0,0.000000,,,
1530,0,0.000000,,,
1545,0,0.000000,,,
1560,0,0.000000,,,
1575,0,0.000000,,,
1590,0,0.000000,,,
1605,0,0.000000,,,
1620,0,0.000000,,,
1635,0,0.000000,,,
1650,0,0.000000,,,
1665,0,0.000000,,,
1680,0,0.000000,,,
1695,0,0.000000,,,
1710,0,0.000000,,,
1725,0,0.000000,,,
1740,0,0.000000,,,
1755,0,0.000000,,,
1770,0,0.000000,,,
1785,0,0.000000,,,
1800,0,0.000000,,,
1815,0,0.000000,,,
1830,0,0.000000,,,
1845,0,0.000000,,,
1860,0,0.000000,,,
1875,0,0.000000,,,
1890,0,0.000000,,,
1905,0,0.000000,,,
1920,0,0.000000,,,
1935,0,0.000000,,,
1950,0,0.000000,,,
1965,0,0.000000,,,
1980,0,0.000000,,,
1995,0,0.000000,,,
2010,0,0.000000,,,
2025,0,0.000000,,,
2040,0,0.000000,,,
2055,0,0.000000,,,
2070,0,0.000000,,,
2085,0,0.000000,,,
2100,0,0.000000,,,
2115,0,0.000000,,,
2130,0,0.000000,,,
2145,0,0.000000,,,
2160,0,0.000000,,,
2175,0,0.000000,,,
2190,0,0.000000,,,
2205,0,0.000000,,,
2220,0,0.000000,,,
2235,0,0.000000,,,
2250,0,0.000000,,,
2265,0,0.000000,,,
2280,0,0.000000,,,
2295,0,0.000000,,,
2310,0,0.000000,,,
2325,0,0.000000,,,
2340,0,0.000000,,,
2355,0,0.000000,,,
2370,0,0.000000,,,
2385,0,0.000000,,,
2400,0,0.000000,,,
2415,0,0.000000,,,
2430,0,0.000000,,,
2445,0,0.000000,,,
2460,0,0.000000,,,
2475,0,0.000000,,,
2490,0,0.000000,,,
2505,0,0.000000,,,
2520,0,0.000000,,,
2535,0,0.000000,,,
2550,0,0.000000,,,
2565,0,0.000000,,,
2580,0,0.000000,,,
2595,0,0.000000,,,
2610,0,0.000000,,,
2625,0,0.000000,,,
2640,0,0.000000,,,
2655,0,0.000000,,,
2670,0,0.000000,,,
2685,0,0.000000,,,
2700,0,0.000000,,,
2715,0,0.000000,,,
2730,0,0.000000,,,
2745,0,0.000000,,,
2760,0,0.000000,,,
2775,0,0.000000,,,
2790,0,0.000000,,,
2805,0,0.000000,,,
2820,0,0.000000,,,
2835,0,0.000000,,,
2850,0,0.000000,,,
2865,0,0.000000,,,
2880,0,0.000000,,,
2895,0,0.000000,,,
2910,0,0.000000,,,
2925,0,0.000000,,,
2940,0,0.000000,,,
2955,0,0.000000,,,
2970,0,0.000000,,,
2985,0,0.000000,,,
3000,0,0.000000,,,
3015,0,0.000000,,,
3030,0,0.000000,,,
3045,0,0.000000,,,
3060,0,0.000000,,,
3075,0,0.000000,,,
3090,0,0.000000,,,
3105,0,0.000000,,,
3120,0,0.000000,,,
3135,0,0.000000,,,
3150,0,0.000000,,,
3165,0,0.000000,,,
3180,0,0.000000,,,
3195,0,0.000000,,,
3210,0,0.000000,,,
3225,0,0.000000,,,
3240,0,0.000000,,,
3255,0,0.000000,,,
3270,0,0.000000,,,
3285,0,0.000000,,,
3300,0,0.000000,,,
3315,0,0.000000,,,
3330,0,0.000000,,,
3345,0,0.000000,,,
3360,0,0.000000,,,
3375,0,0.000000,,,
3390,0,0.000000,,,
3405,0,0.000000,,,
3420,0,0.000000,,,
3435,0,0.000000,,,
3450,0,0.000000,,,
3465,0,0.000000,,,
3480,0,0.000000,,,
3495,0,0.000000,,,
3510,0,0.000000,,,
3525,0,0.000000,,,
3540,0,0.000000,,,
3555,0,0.000000,,,
3570,0,0.000000,,,
3585,0,0.000000,,,
3600,0,0.000000,,,
3615,0,0.000000,,,
3630,0,0.000000,,,
3645,0,0.000000,,,
3660,0,0.000000,,,
3675,0,0.000000,,,
3690,0,0.000000,,,
3705,0,0.000000,,,
3720,0,0.000000,,,
3735,0,0.000000,,,
3750,0,0.000000,,,
3765,0,0.000000,,,
3780,0,0.000000,,,
3795,0,0.000000,,,
3810,0,0.000000,,,
3825,0,0.000000,,,
3840,0,0.000000,,,
3855,0,0.000000,,,
3870,0,0.000000,,,
3885,0,0.000000,,,
3900,0,0.000000,,,
3915,0,0.000000,,,
3930,0,0.000000,,,
3945,0,0.000000,,,
3960,0,0.000000,,,
3975,0,0.000000,,,
3990,0,0.000000,,,
4005,0,0.000000,,,
4020,0,0.000000,,,
4035,0,0.000000,,,
4050,0,0.000000,,,
4065,0,0.000000,,,
4080,0,0.000000,,,
4095,0,0.000000,,,
4110,0,0.000000,,,
4125,0,0.000000,,,
4140,0,0.000000,,,
4155,0,0.000000,,,
4170,0,0.000000,,,
4185,0,0.000000,,,
4200,0,0.000000,,,
4215,0,0.000000,,,
4230,0,0.000000,,,
4245,0,0.000000,,,
4260,0,0.000000,,,
4275,0,0.000000,,,
4290,0,0.000000,,,
4305,0,0.000000,,,
4320,0,0.000000,,,
4335,0,0.000000,,,
4350,0,0.000000,,,
4365,0,0.000000,,,
4380,0,0.000000,,,
4395,0,0.000000,,,
4410,0,0.000000,,,
4425,0,0.000000,,,
4440,0,0.000000,,,
4455,0,0.000000,,,
4470,0,0.000000,,,
4485,0,0.000000,,,
4500,0,0.000000,,,
4515,0,0.000000,,,
4530,0,0.000000,,,
4545,0,0.000000,,,
4560,0,0.000000,,,
4575,0,0.000000,,,
4590,0,0.000000,,,
4605,0,0.000000,,,
4620,0,0.000000,,,
4635,0,0.000000,,,
4650,0,0.000000,,,
4665,0,0.000000,,,
4680,0,0.000000,,,
4695,0,0.000000,,,
4710,0,0.000000,,,
4725,0,0.000000,,,
4740,0,0.000000,,,
4755,0,0.000000,,,
4770,0,0.000000,,,
4785,0,0.000000,,,
4800,0,0.000000,,,
4815,0,0.000000,,,
4830,0,0.000000,,,
4845,0,0.000000,,,
4860,0,0.000000,,,
4875,0,0.000000,,,
4890,0,0.000000,,,
4905,0,0.000000,,,
4920,0,0.000000,,,
4935,0,0.000000,,,
4950,0,0.000000,,,
4965,0,0.000000,,,
4980,0,0.000000,,,
4995,0,0.000000,,,
5010,0,0.269776,,,
5025,0,0.208028,,,
5040,0,0.170842,,,
5055,0,0.129189,,,
5070,0,0.179354,,,
5085,0,0.108840,,,
5100,0,0.100581,,,
5115,0,0.173368,,,
5130,0,0.097340,,,
5145,0,0.056653,,,
5160,0,0.049327,,,
5175,0,0.042779,,,
5190,0,0.080248,,,
5205,0,0.163811,,,
5220,0,0.057364,,,
5235,0,0.066910,,,
5250,0,0.077300,,,
5265,0,0.051627,,,
5280,0,0.094586,,,
5295,0,0.257376,,,
5310,0,0.054942,,,
5325,0,0.383650,,,
5340,0,0.034269,,,
5355,0,0.065241,,,
5370,0,0.071714,,,
5385,0,0.099297,,,
5400,0,0.172333,,,
5415,0,0.049187,,,
5430,0,0.059612,,,
5445,0,0.095772,,,
5460,0,0.036020,,,
5475,0,0.097126,,,
5490,0,0.096037,,,
5505,0,0.039219,,,
5520,0,0.183056,,,
5535,0,0.028654,,,
5550,0,0.053627,,,
5565,0,0.046461,,,
5580,0,0.054631,,,
5595,0,0.024469,,,
5610,0,0.065156,,,
5625,0,0.033507,,,
5640,0,0.045857,,,
5655,0,0.044658,,,
5670,0,0.032015,,,
5685,0,0.039937,,,
5700,0,0.062200,,,
5715,0,0.042618,,,
5730,0,0.045502,,,
5745,0,0.039137,,,
5760,0,0.037700,,,
5775,0,0.097054,,,
5790,0,0.018142,,,
5805,0,0.022621,,,
5820,0,0.127900,,,
5835,0,0.047513,,,
5850,0,0.116836,,,
5865,0,0.024331,,,
5880,0,0.195568,,,
5895,0,0.117819,,,
5910,0,0.034248,,,
5925,0,0.033099,,,
5940,0,0.037837,,,
5955,0,0.112906,,,
5970,0,0.039675,,,
5985,0,0.033217,,,
6000,0,0.048343,,,
6015,0,0.024395,,,
6030,0,0.031133,,,
6045,0,0.021981,,,
6060,0,0.042445,,,
6075,0,0.207648,,,
6090,0,0.044346,,,
6105,0,0.026169,,,
6120,0,0.025544,,,
6135,0,0.027738,,,
6150,0,0.037010,,,
6165,0,0.053452,,,
6180,0,0.040183,,,
6195,0,0.025701,,,
6210,0,0.083049,,,
6225,0,0.136669,,,
6240,0,0.071106,,,
6255,0,0.111136,,,
6270,0,0.068650,,,
6285,0,0.132776,,,
6300,0,0.034932,,,
6315,0,0.058506,,,
6330,0,0.062435,,,
6345,0,0.046474,,,
6360,0,0.024031,,,
6375,0,0.019429,,,
6390,0,0.024209,,,
6405,0,0.026018,,,
6420,0,0.033907,,,
6435,0,0.049814,,,
6450,0,0.026537,,,
6465,0,0.024393,,,
6480,0,0.019227,,,
6495,0,0.133269,,,
6510,0,0.035595,,,
6525,0,0.019717,,,
6540,0,0.010421,,,
6555,0,0.020673,,,
6570,0,0.016653,,,
6585,0,0.021526,,,
6600,0,0.137482,,,
6615,0,0.017045,,,
6630,0,0.042340,,,
6645,0,0.043374,,,
6660,0,0.039624,,,
6675,0,0.186635,,,
6690,0,0.054083,,,
6705,0,0.016508,,,
6720,0,0.017045,,,
6735,0,0.024396,,,
6750,0,0.039132,,,
6765,0,0.020164,,,
6780,0,0.096264,,,
6795,0,0.045846,,,
6810,0,0.026044,,,
6825,0,0.024140,,,
6840,0,0.027871,,,
6855,0,0.027711,,,
6870,0,0.105315,,,
6885,0,0.022984,,,
6900,0,0.035399,,,
6915,0,0.022418,,,
6930,0,0.024828,,,
6945,0,0.021324,,,
6960,0,0.020800,,,
6975,0,0.015379,,,
6990,0,0.017590,,,
7005,0,0.022831,,,
7020,0,0.019727,,,
7035,0,0.023057,,,
7050,0,0.015247,,,
7065,0,0.090787,,,
7080,0,0.013311,,,
7095,0,0.042527,,,
7110,0,0.028582,,,
7125,0,0.045568,,,
7140,0,0.021393,,,
7155,0,0.031960,,,
7170,0,0.020729,,,
7185,0,0.014033,,,
7200,0,0.026527,,,
7215,0,0.024480,,,
7230,0,0.017672,,,
7245,0,0.024879,,,
7260,0,0.143451,,,
7275,0,0.019977,,,
7290,0,0.048042,,,
7305,0,0.027714,,,
7320,0,0.100283,,,
7335,0,0.082401,,,
7350,0,0.062147,,,
7365,0,0.014774,,,
7380,0,0.067704,,,
7395,0,0.051152,,,
7410,0,0.038146,,,
7425,0,0.152542,,,
7440,0,0.063376,,,
7455,0,0.030707,,,
7470,0,0.031768,,,
7485,0,0.039398,,,
7500,0,0.023221,,,
7515,0,0.038073,,,
7530,0,0.023242,,,
7545,0,0.012183,,,
7560,0,0.021389,,,
7575,0,0.039411,,,
7590,0,0.066622,,,
7605,0,0.032797,,,
7620,0,0.033880,,,
7635,0,0.021319,,,
7650,0,0.019369,,,
7665,0,0.059261,,,
7680,0,0.024990,,,
7695,0,0.064668,,,
7710,0,0.033074,,,
7725,0,0.039562,,,
7740,0,0.017422,,,
7755,0,0.015177,,,
7770,0,0.085356,,,
7785,0,0.014561,,,
7800,0,0.020690,,,
7815,0,0.025600,,,
7830,0,0.011611,,,
7845,0,0.011682,,,
7860,0,0.041165,,,
7875,0,0.015137,,,
7890,0,0.014037,,,
7905,0,0.018611,,,
7920,0,0.068741,,,
7935,0,0.013912,,,
7950,0,0.023225,,,
7965,0,0.022902,,,
7980,0,0.016864,,,
7995,0,0.030169,,,
8010,0,0.023150,,,
8025,0,0.021595,,,
8040,0,0.013730,,,
8055,0,0.010107,,,
8070,0,0.023303,,,
8085,0,0.012338,,,
8100,0,0.014582,,,
8115,0,0.009597,,,
8130,0,0.045966,,,
8145,0,0.030200,,,
8160,0,0.035528,,,
8175,0,0.010281,,,
8190,0,0.026664,,,
8205,0,0.084280,,,
8220,0,0.021928,,,
8235,0,0.011911,,,
8250,0,0.011492,,,
8265,0,0.016883,,,
8280,0,0.038403,,,
8295,0,0.019401,,,
8310,0,0.023951,,,
8325,0,0.028719,,,
8340,0,0.027789,,,
8355,0,0.040070,,,
8370,0,0.028238,,,
8385,0,0.032705,,,
8400,0,0.046810,,,
8415,0,0.026216,,,
8430,0,0.020734,,,
8445,0,0.015968,,,
8460,0,0.027592,,,
8475,0,0.012086,,,
8490,0,0.078995,,,
8505,0,0.040969,,,
8520,0,0.024087,,,
8535,0,0.033715,,,
8550,0,0.019646,,,
8565,0,0.023902,,,
8580,0,0.014305,,,
8595,0,0.022839,,,
8610,0,0.013259,,,
8625,0,0.019383,,,
8640,0,0.023583,,,
8655,0,0.023184,,,
8670,0,0.022394,,,
8685,0,0.020453,,,
8700,0,0.012851,,,
8715,0,0.024469,,,
8730,0,0.024416,,,
8745,0,0.015350,,,
8760,0,0.029987,,,
8775,0,0.009577,,,
8790,0,0.011502,,,
8805,0,0.012989,,,
8820,0,0.009201,,,
8835,0,0.021063,,,
8850,0,0.013958,,,
8865,0,0.020635,,,
8880,0,0.019259,,,
8895,0,0.035508,,,
8910,0,0.034578,,,
8925,0,0.058791,,,
8940,0,0.106656,,,
8955,0,0.017798,,,
8970,0,0.022490,,,
8985,0,0.027900,,,
9000,0,0.010176,,,
9015,0,0.008731,,,
9030,0,0.019842,,,
9045,0,0.059964,,,
9060,0,0.087749,,,
9075,0,0.047984,,,
9090,0,0.030934,,,
9105,0,0.036855,,,
9120,0,0.031421,,,
9135,0,0.012760,,,
9150,0,0.029046,,,
9165,0,0.018863,,,
9180,0,0.011668,,,
9195,0,0.026273,,,
9210,0,0.009674,,,
9225,0,0.043729,,,
9240,0,0.041507,,,
9255,0,0.024563,,,
9270,0,0.025867,,,
9285,0,0.022365,,,
9300,0,0.023541,,,
9315,0,0.009176,,,
9330,0,0.017290,,,
9345,0,0.093035,,,
9360,0,0.099262,,,
9375,0,0.014622,,,
9390,0,0.018468,,,
9405,0,0.013980,,,
9420,0,0.081835,,,
9435,0,0.036647,,,
9450,0,0.026961,,,
9465,0,0.061863,,,
9480,0,0.019615,,,
9495,0,0.049714,,,
9510,0,0.030298,,,
9525,0,0.137100,,,
9540,0,0.049080,,,
9555,0,0.047622,,,
9570,0,0.019975,,,
9585,0,0.041217,,,
9600,0,0.033950,,,
9615,0,0.015679,,,
9630,0,0.016647,,,
9645,0,0.024681,,,
9660,0,0.014871,,,
9675,0,0.013622,,,
9690,0,0.027237,,,
9705,0,0.007647,,,
9720,0,0.018546,,,
9735,0,0.010701,,,
9750,0,0.029279,,,
9765,0,0.014895,,,
9780,0,0.028270,,,
9795,0,0.049156,,,
9810,0,0.021502,,,
9825,0,0.020230,,,
9840,0,0.009094,,,
9855,0,0.027468,,,
9870,0,0.018682,,,
9885,0,0.017409,,,
9900,0,0.008047,,,
9915,0,0.012345,,,
9930,0,0.048515,,,
9945,0,0.024762,,,
9960,0,0.024414,,,
9975,0,0.012554,,,
9990,0,0.008428,,,
10005,0,0.019025,,,
10020,0,0.010437,,,
10035,0,0.016835,,,
10050,0,0.009995,,,
10065,0,0.008314,,,
10080,0,0.021234,,,
10095,0,0.009413,,,
10110,0,0.008144,,,
10125,0,0.025423,,,
10140,0,0.017352,,,
10155,0,0.021670,,,
10170,0,0.070447,,,
10185,0,0.152971,,,
10200,0,0.055423,,,
10215,0,0.041621,,,
10230,0,0.037821,,,
10245,0,0.035507,,,
10260,0,0.011239,,,
10275,0,0.014607,,,
10290,0,0.013135,,,
10305,0,0.072512,,,
10320,0,0.023658,,,
10335,0,0.020578,,,
10350,0,0.010037,,,
10365,0,0.009353,,,
10380,0,0.009068,,,
10395,0,0.010266,,,
10410,0,0.014261,,,
10425,0,0.010791,,,
10440,0,0.015606,,,
10455,0,0.023306,,,
10470,0,0.054253,,,
10485,0,0.045272,,,
10500,0,0.024095,,,
10515,0,0.021200,,,
10530,0,0.013817,,,
10545,0,0.011694,,,
10560,0,0.017791,,,
10575,0,0.016566,,,
10590,0,0.022062,,,
10605,0,0.011590,,,
10620,0,0.008044,,,
10635,0,0.008192,,,
10650,0,0.013864,,,
10665,0,0.026149,,,
10680,0,0.047409,,,
10695,0,0.007237,,,
10710,0,0.006983,,,
10725,0,0.007998,,,
10740,0,0.006854,,,
10755,0,0.007695,,,
10770,0,0.012200,,,
10785,0,0.033791,,,
10800,0,0.009815,,,
10815,0,0.007359,,,
10830,0,0.006922,,,
10845,0,0.007230,,,
10860,0,0.006249,,,
10875,0,0.034287,,,
10890,0,0.095316,,,
10905,0,0.049082,,,
10920,0,0.054888,,,
10935,0,0.052129,,,
10950,0,0.032004,,,
10965,0,0.024186,,,
10980,0,0.020054,,,
10995,0,0.014790,,,
11010,0,0.021551,,,
11025,0,0.039233,,,
11040,0,0.024710,,,
11055,0,0.013441,,,
11070,0,0.016744,,,
11085,0,0.025541,,,
11100,0,0.023735,,,
11115,0,0.026813,,,
11130,0,0.019182,,,
11145,0,0.014609,,,
11160,0,0.033499,,,
11175,0,0.012691,,,
11190,0,0.058820,,,
11205,0,0.018512,,,
11220,0,0.011454,,,
11235,0,0.008827,,,
11250,0,0.010904,,,
11265,0,0.010130,,,
11280,0,0.019090,,,
11295,0,0.036754,,,
11310,0,0.026420,,,
11325,0,0.018552,,,
11340,0,0.013598,,,
11355,0,0.010617,,,
11370,0,0.009627,,,
11385,0,0.007489,,,
11400,0,0.013269,,,
11415,0,0.026768,,,
11430,0,0.012974,,,
11445,0,0.012525,,,
11460,0,0.011434,,,
11475,0,0.006354,,,
11490,0,0.007505,,,
11505,0,0.006430,,,
11520,0,0.006026,,,
11535,0,0.006010,,,
11550,0,0.008467,,,
11565,0,0.009979,,,
11580,0,0.006749,,,
11595,0,0.025684,,,
11610,0,0.005092,,,
11625,0,0.005185,,,
11640,0,0.030030,,,
11655,0,0.040422,,,
11670,0,0.023663,,,
11685,0,0.039994,,,
11700,0,0.073624,,,
11715,0,0.104085,,,
11730,0,0.033170,,,
11745,0,0.020783,,,
11760,0,0.050870,,,
11775,0,0.013462,,,
11790,0,0.022822,,,
11805,0,0.054546,,,
11820,0,0.039746,,,
11835,0,0.030818,,,
11850,0,0.028780,,,
11865,0,0.037180,,,
11880,0,0.021566,,,
11895,0,0.014768,,,
11910,0,0.029279,,,
11925,0,0.015995,,,
11940,0,0.035289,,,
11955,0,0.023812,,,
11970,0,0.019943,,,
11985,0,0.009522,,,
12000,0,0.025571,,,
12015,0,0.030120,,,
12030,0,0.023932,,,
12045,0,0.019585,,,
12060,0,0.015925,,,
12075,0,0.007431,,,
12090,0,0.030500,,,
12105,0,0.037447,,,
12120,0,0.015206,,,
12135,0,0.019626,,,
12150,0,0.008374,,,
12165,0,0.024328,,,
12180,0,0.054834,,,
12195,0,0.043193,,,
12210,0,0.011258,,,
12225,0,0.041442,,,
12240,0,0.023340,,,
12255,0,0.026043,,,
12270,0,0.021399,,,
12285,0,0.017704,,,
12300,0,0.012138,,,
12315,0,0.012212,,,
12330,0,0.018519,,,
12345,0,0.016513,,,
12360,0,0.020537,,,
12375,0,0.012828,,,
12390,0,0.012409,,,
12405,0,0.007385,,,
12420,0,0.018443,,,
12435,0,0.009293,,,
12450,0,0.013264,,,
12465,0,0.026175,,,
12480,0,0.024879,,,
12495,0,0.013390,,,
12510,0,0.010642,,,
12525,0,0.010557,,,
12540,0,0.008727,,,
12555,0,0.027158,,,
12570,0,0.014374,,,
12585,0,0.008075,,,
12600,0,0.033417,,,
12615,0,0.009761,,,
12630,0,0.007403,,,
12645,0,0.007214,,,
12660,0,0.018657,,,
12675,0,0.025375,,,
12690,0,0.006637,,,
12705,0,0.011680,,,
12720,0,0.012696,,,
12735,0,0.006342,,,
12750,0,0.014908,,,
12765,0,0.019886,,,
12780,0,0.020062,,,
12795,0,0.015930,,,
12810,0,0.023803,,,
12825,0,0.008725,,,
12840,0,0.017218,,,
12855,0,0.011708,,,
12870,0,0.012618,,,
12885,0,0.013905,,,
12900,0,0.012222,,,
12915,0,0.006499,,,
12930,0,0.009895,,,
12945,0,0.009087,,,
12960,0,0.020812,,,
12975,0,0.012543,,,
12990,0,0.011215,,,
13005,0,0.022194,,,
13020,0,0.019643,,,
13035,0,0.034769,,,
13050,0,0.019385,,,
13065,0,0.008372,,,
13080,0,0.011868,,,
13095,0,0.020545,,,
13110,0,0.007233,,,
13125,0,0.006761,,,
13140,0,0.005914,,,
13155,0,0.015770,,,
13170,0,0.014650,,,
13185,0,0.006253,,,
13200,0,0.023676,,,
13215,0,0.010966,,,
13230,0,0.019915,,,
13245,0,0.021893,,,
13260,0,0.009185,,,
13275,0,0.022295,,,
13290,0,0.008626,,,
13305,0,0.007405,,,
13320,0,0.008669,,,
13335,0,0.022544,,,
13350,0,0.094604,,,
13365,0,0.020730,,,
13380,0,0.037319,,,
13395,0,0.007979,,,
13410,0,0.026624,,,
13425,0,0.063544,,,
13440,0,0.018562,,,
13455,0,0.018127,,,
13470,0,0.007890,,,
13485,0,0.010661,,,
13500,0,0.014558,,,
13515,0,0.021666,,,
13530,0,0.021975,,,
13545,0,0.015880,,,
13560,0,0.016770,,,
13575,0,0.012579,,,
13590,0,0.006246,,,
13605,0,0.014016,,,
13620,0,0.014206,,,
13635,0,0.054106,,,
13650,0,0.141087,,,
13665,0,0.011160,,,
13680,0,0.033524,,,
13695,0,0.067542,,,
13710,0,0.036607,,,
13725,0,0.042676,,,
13740,0,0.042373,,,
13755,0,0.015672,,,
13770,0,0.020437,,,
13785,0,0.021453,,,
13800,0,0.008411,,,
13815,0,0.018272,,,
13830,0,0.008693,,,
13845,0,0.021571,,,
13860,0,0.015554,,,
13875,0,0.010511,,,
13890,0,0.029460,,,
13905,0,0.018611,,,
13920,0,0.031090,,,
13935,0,0.008306,,,
13950,0,0.015275,,,
13965,0,0.006103,,,
13980,0,0.005696,,,
13995,0,0.013370,,,
14010,0,0.016558,,,
14025,0,0.031164,,,
14040,0,0.010642,,,
14055,0,0.015802,,,
14070,0,0.008512,,,
14085,0,0.007785,,,
14100,0,0.009734,,,
14115,0,0.018206,,,
14130,0,0.008407,,,
14145,0,0.017055,,,
14160,0,0.018403,,,
14175,0,0.019763,,,
14190,0,0.017919,,,
14205,0,0.020960,,,
14220,0,0.012292,,,
14235,0,0.008032,,,
14250,0,0.017131,,,
14265,0,0.009532,,,
14280,0,0.009548,,,
14295,0,0.019337,,,
14310,0,0.011393,,,
14325,0,0.008870,,,
14340,0,0.035890,,,
14355,0,0.010933,,,
14370,0,0.015696,,,
14385,0,0.006607,,,
14400,0,0.009023,,,
14415,0,0.019199,,,
14430,0,0.015039,,,
14445,0,0.007866,,,
14460,0,0.006063,,,
14475,0,0.011287,,,
14490,0,0.016432,,,
14505,0,0.014651,,,
14520,0,0.014894,,,
14535,0,0.013648,,,
14550,0,0.013072,,,
14565,0,0.011833,,,
14580,0,0.007212,,,
14595,0,0.022104,,,
14610,0,0.010485,,,
14625,0,0.048759,,,
14640,0,0.008738,,,
14655,0,0.015595,,,
14670,0,0.008592,,,
14685,0,0.008966,,,
14700,0,0.019990,,,
14715,0,0.012017,,,
14730,0,0.009698,,,
14745,0,0.016478,,,
14760,0,0.007381,,,
14775,0,0.007035,,,
14790,0,0.010174,,,
14805,0,0.060131,,,
14820,0,0.056924,,,
14835,0,0.053566,,,
14850,0,0.042153,,,
14865,0,0.031422,,,
14880,0,0.068713,,,
14895,0,0.016449,,,
14910,0,0.052425,,,
14925,0,0.064283,,,
14940,0,0.024804,,,
14955,0,0.011820,,,
14970,0,0.041579,,,
14985,0,0.025157,,,
15000,0,0.011929,,,
15015,0,0.025674,,,
15030,0,0.014102,,,
15045,0,0.085272,,,
15060,0,0.053558,,,
15075,0,0.030790,,,
15090,0,0.011290,,,
15105,0,0.016305,,,
15120,0,0.014297,,,
15135,0,0.046993,,,
15150,0,0.017793,,,
15165,0,0.015064,,,
15180,0,0.015353,,,
15195,0,0.010888,,,
15210,0,0.010062,,,
15225,0,0.016195,,,
15240,0,0.011177,,,
15255,0,0.005850,,,
15270,0,0.004753,,,
15285,0,0.005448,,,
15300,0,0.007822,,,
15315,0,0.031845,,,
15330,0,0.025103,,,
15345,0,0.013892,,,
15360,0,0.024206,,,
15375,0,0.024158,,,
15390,0,0.042167,,,
15405,0,0.021116,,,
15420,0,0.015465,,,
15435,0,0.009728,,,
15450,0,0.017302,,,
15465,0,0.022297,,,
15480,0,0.017972,,,
15495,0,0.013723,,,
15510,0,0.016454,,,
15525,0,0.006535,,,
15540,0,0.007677,,,
15555,0,0.007607,,,
15570,0,0.012298,,,
15585,0,0.006689,,,
15600,0,0.006427,,,
15615,0,0.006595,,,
15630,0,0.007517,,,
15645,0,0.007276,,,
15660,0,0.032116,,,
15675,0,0.021830,,,
15690,0,0.008721,,,
15705,0,0.013771,,,
15720,0,0.022669,,,
15735,0,0.024047,,,
15750,0,0.006994,,,
15765,0,0.022875,,,
15780,0,0.011513,,,
15795,0,0.043790,,,
15810,0,0.017962,,,
15825,0,0.007085,,,
15840,0,0.033510,,,
15855,0,0.034075,,,
15870,0,0.006920,,,
15885,0,0.006631,,,
15900,0,0.031581,,,
15915,0,0.011287,,,
15930,0,0.008003,,,
15945,0,0.012929,,,
15960,0,0.014695,,,
15975,0,0.024124,,,
15990,0,0.007567,,,
16005,0,0.079100,,,
16020,0,0.008917,,,
16035,0,0.013533,,,
16050,0,0.012169,,,
16065,0,0.013417,,,
16080,0,0.022471,,,
16095,0,0.010914,,,
16110,0,0.011804,,,
